SubmitTime,AcceptTime,HITId,AssignmentId,WorkerId,WorkerLocation,AssignmentStatus,AutoApprovalTime,duration,inputId,000000022892,000000402433,000000426166,000000576955,000000577862,pay
2021-05-08 11:58:10+09:00,2021-05-08 11:54:49+09:00,3OB6JN3A9R494R968ZP7VNLYS4EMR7,36TFCYNS46PAWTS0G3KOGKUGZXQHXJ,A7HQZM8XB0QKX,US,Submitted,2021-05-11 11:58:10+09:00,0:03:21,3LRKMWOKB7WVMYPXY052Q14PHGJZ2W,"['car', 'mirror', 'wolf', 'fox', 'dog', 'cat']","['Dog', 'Food', 'pizza']","['ocean', 'bicycle']","['motorcycle', 'person', 'runner', 'racer', 'bicyclist', 'marathon', 'race', 'horse']",['giraffe'],0.36
2021-05-08 11:59:14+09:00,2021-05-08 11:58:42+09:00,3OB6JN3A9R494R968ZP7VNLYS4EMR7,33PPO7FECXUWUIY3VL1XMPS3JSUIDC,A25EVN04BC2KJ6,US,Submitted,2021-05-11 11:59:14+09:00,0:00:32,333U7HK6IBUSPTI9D3MXYQ73V9RJD0,['cat'],['pizza'],['bicycle'],['horse'],['giraffe'],0.36
2021-05-08 11:59:17+09:00,2021-05-08 11:58:25+09:00,3OB6JN3A9R494R968ZP7VNLYS4EMR7,3JPSL1DZ5UEQAC6I8RNN1WGEKORNAV,ASNMT3I94HZ44,US,Submitted,2021-05-11 11:59:17+09:00,0:00:52,3HRMW88U185ORHN04OBUZBF15EE0MT,['cat'],['pizza'],"['building', 'apartment', 'house', 'school', 'bicycle']","['cow', 'horse']","['dog', 'giraffe']",0.36
2021-05-08 11:59:28+09:00,2021-05-08 11:58:09+09:00,3OB6JN3A9R494R968ZP7VNLYS4EMR7,3KMS4QQVK45KYX2NMUHZN5A1N9ZFKV,A2PWE9TKEM99BA,US,Submitted,2021-05-11 11:59:28+09:00,0:01:19,3BXQMRHWK1D473ZG2VPEOI38L3IUMQ,"['hair', 'dog', 'person', 'human', 'cat']","['egg', 'chicken', 'pizza']","['bike', 'bicycle']","['guita', 'horse']","['carpet', 'giraffe']",0.36
2021-05-08 11:59:38+09:00,2021-05-08 11:55:26+09:00,385MDVINFDUOBFK74WML2U1YGPYJW3,3H7XDTSHKE6H7XSZMS6KT148BV5WG4,A8ZUM922CBH6S,US,Submitted,2021-05-11 11:59:38+09:00,0:04:12,3N4BPTXIOA79HFZDHJCY95B4WYMUKK,"['bird', 'human', 'girl', 'hair', 'cat']","['fish', 'cat', 'leaf', 'lion', 'dog', 'giraffe', 'plant', 'bread', 'food', 'pizza']","['wall', 'books', 'office', 'plaques', 'decorations', 'room', 'bike', 'garage', 'home', 'store']","['park', 'knight', 'cemetary', 'horse']",['giraffe'],0.36
2021-05-08 12:01:03+09:00,2021-05-08 11:57:16+09:00,3OB6JN3A9R494R968ZP7VNLYS4EMR7,3PH3VY7DJNCHYEN4CKU9E8KEML1WZV,A1TPGXT718D68E,US,Submitted,2021-05-11 12:01:03+09:00,0:03:47,3XCC1ODXDNQ3CQ5RQU1Q0G0TO5ARQ5,"['coffee', 'horse', 'cow', 'blanket', 'camel', 'coat', 'rabbit3', 'bunny', 'dog', 'cat']","['coffee', 'cat', 'cake', 'pasta', 'pizza']","['bike', 'bicycle']",['horse'],"['deer', 'park', 'giraffe']",0.36
2021-05-08 12:01:33+09:00,2021-05-08 12:00:45+09:00,3OB6JN3A9R494R968ZP7VNLYS4EMR7,30LB5CDZNEPOQOMJJD1O7DBALGNZ0X,A3MPQ78J05KKUI,US,Submitted,2021-05-11 12:01:33+09:00,0:00:48,3Q5ZZ9ZEVQU81Z7X7T7NBOAX2H085Y,"['bicycle', 'cart', 'rug', 'door', 'cat']",['pizza'],['bicycle'],['horse'],['giraffe'],0.36
2021-05-08 12:02:08+09:00,2021-05-08 12:00:25+09:00,3OB6JN3A9R494R968ZP7VNLYS4EMR7,3K772S5NPAQ1QT1JLYUWSV99JRGHEB,A3UWHJTAUTF6TO,US,Submitted,2021-05-11 12:02:08+09:00,0:01:43,3IXQG4FA2VDA4K7GDV4EE650WJ5B9S,"['elephant', 'dog', 'animal', 'cat']","['apple', 'orange', 'pizza']","['flag', 'computer', 'house', 'building', 'church', 'window', 'school', 'door', 'street', 'wall']","['bird', 'horse']",['giraffe'],0.36
2021-05-08 12:02:31+09:00,2021-05-08 12:01:03+09:00,3OB6JN3A9R494R968ZP7VNLYS4EMR7,3YWRV122CUEPMEXC8UFVJ02D2WKU8Q,ASJC3FUNX995V,US,Submitted,2021-05-11 12:02:31+09:00,0:01:28,3VZLGYJEYNPWNESUMPQVGRYLUPKZX7,"['dog', 'dirt', 'cat']","['pancakes', 'pizza']","['bike', 'sidewalk', 'bicycle']","['park', 'bench', 'mountaian', 'horse']","['flamingo', 'giraffe']",0.36
2021-05-08 12:03:30+09:00,2021-05-08 11:59:27+09:00,3OB6JN3A9R494R968ZP7VNLYS4EMR7,3OHYZ19UGEK8SX6U96N0GLGJAYWOAB,A39FJ8DCK0T28,US,Submitted,2021-05-11 12:03:30+09:00,0:04:03,3S06PH7KSTJLUC25NEGRUQBH1SSD1R,"['wall', 'dog', 'puppy', 'dog', 'dog', 'leash', 'plant', 'flower', 'green', 'bush']","['meat', 'chicken', 'food', 'sauce', 'pizza']","['brick', 'door', 'bicycle']","['grass', 'bike', 'mud', 'donkey', 'carmel', 'horse']","['grass', 'giraffe']",0.36
2021-05-08 12:03:33+09:00,2021-05-08 12:02:53+09:00,3OB6JN3A9R494R968ZP7VNLYS4EMR7,3FE7TXL1LK2M86O6B4MPZ8SLDBN2QR,A1S8KMGKJACGVO,US,Submitted,2021-05-11 12:03:33+09:00,0:00:40,31N2WW6R9T5E2ZUG1OP06JTZBPNF3X,"['elephant', 'wolf', 'cat']",['pizza'],"['office', 'bike', 'bicycle']",['horse'],['giraffe'],0.36
2021-05-08 12:04:22+09:00,2021-05-08 12:00:50+09:00,3OB6JN3A9R494R968ZP7VNLYS4EMR7,3LRKMWOKB7WVMYPXY052Q14PIE7Z2H,A2WO6SGQGS5SEM,US,Submitted,2021-05-11 12:04:22+09:00,0:03:32,33SA9F9TRZ9JNJW8GXGWTYJWXH1WE1,"['wine', 'butterfly', 'bird', 'penguin', 'duck', 'goose', 'loon', 'cat']","['fire', 'leaves', 'tree', 'trash', 'pizza']","['roller coaster', 'bike', 'bicycle']","['car', 'airplane', 'helmet', 'camera', 'motorcycle', 'horse']","['bear', 'mushroom', 'giraffe']",0.36
2021-05-08 12:08:36+09:00,2021-05-08 12:08:01+09:00,3OB6JN3A9R494R968ZP7VNLYS4EMR7,32RIADZISUJ8O0I67MUINN4KFD4S42,A45HNDMV9V0NA,US,Submitted,2021-05-11 12:08:36+09:00,0:00:35,3SEPORI8WPEKR1K1BFYHWJNNT47ZAZ,['cat'],['pizza'],['bicycle'],['horse'],['giraffe'],0.36
2021-05-08 12:19:59+09:00,2021-05-08 12:16:25+09:00,3OB6JN3A9R494R968ZP7VNLYS4EMR7,34Q075JO1ZSRVS1BB2SWFJRY82D10F,A38GSW5JQW6NVB,US,Submitted,2021-05-11 12:19:59+09:00,0:03:34,3GNCZX450K2QDXIVO60F5LL9J51APQ,"['car', 'tire', 'water', 'tub', 'waterfall', 'shower', 'pool', 'cat']","['Flower', 'Pizza', 'pizza']","['plate', 'bike', 'bicycle']","['dog', 'rabbit', 'hammer', 'horse']","['otter', 'giraffe']",0.36
2021-05-08 12:44:57+09:00,2021-05-08 12:40:50+09:00,3OB6JN3A9R494R968ZP7VNLYS4EMR7,3S96KQ6I9OJM3WEEPX010WUCUAHDTX,A3I8MXQRV03UZP,US,Submitted,2021-05-11 12:44:57+09:00,0:04:07,3ATTHHXXWC3ASO3KML29GWVVYCEXI4,"['animal', 'cat']","['dog', 'cat', 'pizza']","['wall', 'paint', 'cleaning', 'bike', 'ebike', 'post', 'motorbike', 'bike', 'blue bike', 'pedal']","['man', 'animal', 'teacher', 'clothes', 'bird', 'chicken', 'horse']","['girl', 'girrafe', 'animal', 'tiger', 'cow', 'snake', 'scarf', 'giraffe']",0.36
